ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Authors,DataEntry,Consultants,Representations,alt_names,date
voro1241,Võro,voro1241,Võro-Mulgi-Tartu,,Eurasia,,,Uralic,Leon Cosgrove;Sulev Iva,Leon Cosgrove,,StandardOrth,,2020-09-17
