ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcription,AlternativeValue,AlternativeTranscription
voro1241-1-100-1,,voro1241,1-100,ilm;maailm;ilmamaa,ilm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-100-2,,voro1241,1-100,ilm;maailm;ilmamaa,maailm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-100-3,,voro1241,1-100,ilm;maailm;ilmamaa,ilmamaa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-210-1,,voro1241,1-210,maa,maa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-212-1,,voro1241,1-212,maa;maakammaŕ,maa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-212-2,,voro1241,1-212,maa;maakammaŕ,maakammaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-213-1,,voro1241,1-213,tolm,tolm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-214-1,,voro1241,1-214,muda,muda,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-215-1,,voro1241,1-215,liiv;sõmmõŕ,liiv,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-215-2,,voro1241,1-215,liiv;sõmmõŕ,sõmmõŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-220-1,,voro1241,1-220,mägi,mägi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-222-1,,voro1241,1-222,müür;müürümägi;sain;kivi,müür,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-222-2,,voro1241,1-222,müür;müürümägi;sain;kivi,müürümägi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-222-3,,voro1241,1-222,müür;müürümägi;sain;kivi,sain,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-222-4,,voro1241,1-222,müür;müürümägi;sain;kivi,kivi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-230-1,,voro1241,1-230,nurḿ,nurḿ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-240-1,,voro1241,1-240,org,org,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-250-1,,voro1241,1-250,saaŕ,saaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-260-1,,voro1241,1-260,maisõmaa;suuŕmaa;maa;mannõŕ,maisõmaa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-260-2,,voro1241,1-260,maisõmaa;suuŕmaa;maa;mannõŕ,suuŕmaa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-260-3,,voro1241,1-260,maisõmaa;suuŕmaa;maa;mannõŕ,maa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-260-4,,voro1241,1-260,maisõmaa;suuŕmaa;maa;mannõŕ,mannõŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-270-1,,voro1241,1-270,perv́;viiviiŕ;maaviiŕ;rand,perv́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-270-2,,voro1241,1-270,perv́;viiviiŕ;maaviiŕ;rand,viiviiŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-270-3,,voro1241,1-270,perv́;viiviiŕ;maaviiŕ;rand,maaviiŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-270-4,,voro1241,1-270,perv́;viiviiŕ;maaviiŕ;rand,rand,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-280-1,,voro1241,1-280,kuup;uus;tśopp,kuup,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-280-2,,voro1241,1-280,kuup;uus;tśopp,uus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-280-3,,voro1241,1-280,kuup;uus;tśopp,tśopp,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-310-1,,voro1241,1-310,vesi;vet́o,vesi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-310-2,,voro1241,1-310,vesi;vet́o,vet́o,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-320-1,,voro1241,1-320,meri,meri,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-322-1,,voro1241,1-322,rahulinõ;rahunõ;tasalik;rahulik;vaganõ,rahulinõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-322-2,,voro1241,1-322,rahulinõ;rahunõ;tasalik;rahulik;vaganõ,rahunõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-322-3,,voro1241,1-322,rahulinõ;rahunõ;tasalik;rahulik;vaganõ,tasalik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-322-4,,voro1241,1-322,rahulinõ;rahunõ;tasalik;rahulik;vaganõ,rahulik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-322-5,,voro1241,1-322,rahulinõ;rahunõ;tasalik;rahulik;vaganõ,vaganõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-323-1,,voro1241,1-323,marunõ;torminõ;tormilinõ,marunõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-323-2,,voro1241,1-323,marunõ;torminõ;tormilinõ,torminõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-323-3,,voro1241,1-323,marunõ;torminõ;tormilinõ,tormilinõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-324-1,,voro1241,1-324,vatt;souḿ;koho;suuḿ,vatt,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-324-2,,voro1241,1-324,vatt;souḿ;koho;suuḿ,souḿ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-324-3,,voro1241,1-324,vatt;souḿ;koho;suuḿ,koho,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-324-4,,voro1241,1-324,vatt;souḿ;koho;suuḿ,suuḿ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-329-1,,voro1241,1-329,ilmameri;suuŕmeri,ilmameri,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-329-2,,voro1241,1-329,ilmameri;suuŕmeri,suuŕmeri,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-330-1,,voro1241,1-330,järv́;land,järv́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-330-2,,voro1241,1-330,järv́;land,land,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-340-1,,voro1241,1-340,laht́;kolk;merekiiĺ,laht́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-340-2,,voro1241,1-340,laht́;kolk;merekiiĺ,kolk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-340-3,,voro1241,1-340,laht́;kolk;merekiiĺ,merekiiĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-341-1,,voro1241,1-341,laguuń,laguuń,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-342-1,,voro1241,1-342,viialonõ kivi;kivestü,viialonõ kivi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-342-2,,voro1241,1-342,viialonõ kivi;kivestü,kivestü,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-343-1,,voro1241,1-343,nõna;nukk;nokḱ,nõna,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-343-2,,voro1241,1-343,nõna;nukk;nokḱ,nukk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-343-3,,voro1241,1-343,nõna;nukk;nokḱ,nokḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-350-1,,voro1241,1-350,lainõq;lainõh,lainõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-350-2,,voro1241,1-350,lainõq;lainõh,lainõh,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-352-1,,voro1241,1-352,nõsõng ja alang,nõsõng ja alang,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-353-1,,voro1241,1-353,mõõn;alang,mõõn,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-353-2,,voro1241,1-353,mõõn;alang,alang,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-354-1,,voro1241,1-354,nõsõḱ;nõsõng;nõstatus;ülesmineḱ,nõsõḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-354-2,,voro1241,1-354,nõsõḱ;nõsõng;nõstatus;ülesmineḱ,nõsõng,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-354-3,,voro1241,1-354,nõsõḱ;nõsõng;nõstatus;ülesmineḱ,nõstatus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-354-4,,voro1241,1-354,nõsõḱ;nõsõng;nõstatus;ülesmineḱ,ülesmineḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-360-1,,voro1241,1-360,jõgi;oja;uja;ora;ura,jõgi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-360-2,,voro1241,1-360,jõgi;oja;uja;ora;ura,oja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-360-3,,voro1241,1-360,jõgi;oja;uja;ora;ura,uja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-360-4,,voro1241,1-360,jõgi;oja;uja;ora;ura,ora,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-360-5,,voro1241,1-360,jõgi;oja;uja;ora;ura,ura,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-362-1,,voro1241,1-362,viipöörüs,viipöörüs,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-370-1,,voro1241,1-370,läteq;kaiv,läteq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-370-2,,voro1241,1-370,läteq;kaiv,kaiv,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-380-1,,voro1241,1-380,suu,suu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-390-1,,voro1241,1-390,satam;sadamik;viisadang;sadahus;sadang,satam,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-390-2,,voro1241,1-390,satam;sadamik;viisadang;sadahus;sadang,sadamik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-390-3,,voro1241,1-390,satam;sadamik;viisadang;sadahus;sadang,viisadang,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-390-4,,voro1241,1-390,satam;sadamik;viisadang;sadahus;sadang,sadahus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-390-5,,voro1241,1-390,satam;sadamik;viisadang;sadahus;sadang,sadang,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-410-1,,voro1241,1-410,mõts,mõts,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-420-1,,voro1241,1-420,puu,puu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-430-1,,voro1241,1-430,puu;puumatõrjaĺ;puunõ,puu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-430-2,,voro1241,1-430,puu;puumatõrjaĺ;puunõ,puumatõrjaĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-430-3,,voro1241,1-430,puu;puumatõrjaĺ;puunõ,puunõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-440-1,,voro1241,1-440,kivi;müür;müürümägi;sain,kivi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-440-2,,voro1241,1-440,kivi;müür;müürümägi;sain,müür,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-440-3,,voro1241,1-440,kivi;müür;müürümägi;sain,müürümägi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-440-4,,voro1241,1-440,kivi;müür;müürümägi;sain,sain,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-450-1,,voro1241,1-450,maavärrin;maahütin,maavärrin,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-450-2,,voro1241,1-450,maavärrin;maahütin,maahütin,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-510-1,,voro1241,1-510,taivas;ilm,taivas,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-510-2,,voro1241,1-510,taivas;ilm,ilm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-520-1,,voro1241,1-520,päiv;päivlik,päiv,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-520-2,,voro1241,1-520,päiv;päivlik,päivlik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-530-1,,voro1241,1-530,kuu,kuu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-540-1,,voro1241,1-540,täht́,täht́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-550-1,,voro1241,1-550,välḱ;välk,välḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-550-2,,voro1241,1-550,välḱ;välk,välk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-560-1,,voro1241,1-560,pikne;pikjäne;kukutätä;hür-rümürrü,pikne,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-560-2,,voro1241,1-560,pikne;pikjäne;kukutätä;hür-rümürrü,pikjäne,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-560-3,,voro1241,1-560,pikne;pikjäne;kukutätä;hür-rümürrü,kukutätä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-560-4,,voro1241,1-560,pikne;pikjäne;kukutätä;hür-rümürrü,hür-rümürrü,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-570-1,,voro1241,1-570,pikne;pikjäne;hür-rümürrü,pikne,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-570-2,,voro1241,1-570,pikne;pikjäne;hür-rümürrü,pikjäne,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-570-3,,voro1241,1-570,pikne;pikjäne;hür-rümürrü,hür-rümürrü,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-580-1,,voro1241,1-580,torḿ;maru,torḿ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-580-2,,voro1241,1-580,torḿ;maru,maru,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-590-1,,voro1241,1-590,vikaht́kaaŕ;vikakaaŕ,vikaht́kaaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-590-2,,voro1241,1-590,vikaht́kaaŕ;vikakaaŕ,vikakaaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-610-1,,voro1241,1-610,valgus;valgõ;valu,valgus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-610-2,,voro1241,1-610,valgus;valgõ;valu,valgõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-610-3,,voro1241,1-610,valgus;valgõ;valu,valu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-620-1,,voro1241,1-620,pümehüs;sõgõhus,pümehüs,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-620-2,,voro1241,1-620,pümehüs;sõgõhus,sõgõhus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-630-1,,voro1241,1-630,vari,vari,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-640-1,,voro1241,1-640,kastõq,kastõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-710-1,,voro1241,1-710,hõhk;luht́;hõng,hõhk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-710-2,,voro1241,1-710,hõhk;luht́;hõng,luht́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-710-3,,voro1241,1-710,hõhk;luht́;hõng,hõng,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-720-1,,voro1241,1-720,tuuĺ;tuulõhõng,tuuĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-720-2,,voro1241,1-720,tuuĺ;tuulõhõng,tuulõhõng,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-730-1,,voro1241,1-730,pilv́,pilv́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-740-1,,voro1241,1-740,udsu;undsõq;undsõh,udsu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-740-2,,voro1241,1-740,udsu;undsõq;undsõh,undsõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-740-3,,voro1241,1-740,udsu;undsõq;undsõh,undsõh,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-750-1,,voro1241,1-750,vihm,vihm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-760-1,,voro1241,1-760,lumi,lumi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-770-1,,voro1241,1-770,iä;ijä;jää,iä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-770-2,,voro1241,1-770,iä;ijä;jää,ijä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-770-3,,voro1241,1-770,iä;ijä;jää,jää,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-780-1,,voro1241,1-780,ilm,ilm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-810-1,,voro1241,1-810,tuli,tuli,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-820-1,,voro1241,1-820,tuli;tulõkirǵ;tulõkiiĺ,tuli,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-820-2,,voro1241,1-820,tuli;tulõkirǵ;tulõkiiĺ,tulõkirǵ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-820-3,,voro1241,1-820,tuli;tulõkirǵ;tulõkiiĺ,tulõkiiĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-830-1,,voro1241,1-830,savv;sau;suits,savv,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-830-2,,voro1241,1-830,savv;sau;suits,sau,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-830-3,,voro1241,1-830,savv;sau;suits,suits,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-840-1,,voro1241,1-840,tuhk,tuhk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-841-1,,voro1241,1-841,hõõgavaq hüdseq,hõõgavaq hüdseq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-851-1,,voro1241,1-851,palotama,palotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-852-1,,voro1241,1-852,palama,palama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-860-1,,voro1241,1-860,läütämä;läütmä;tuld alostama;soetama,läütämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-860-2,,voro1241,1-860,läütämä;läütmä;tuld alostama;soetama,läütmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-860-3,,voro1241,1-860,läütämä;läütmä;tuld alostama;soetama,tuld alostama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-860-4,,voro1241,1-860,läütämä;läütmä;tuld alostama;soetama,soetama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-861-1,,voro1241,1-861,kistutama;mülgütämä,kistutama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-861-2,,voro1241,1-861,kistutama;mülgütämä,mülgütämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-870-1,,voro1241,1-870,tikk;pitśka;pitśki,tikk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-870-2,,voro1241,1-870,tikk;pitśka;pitśki,pitśka,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-870-3,,voro1241,1-870,tikk;pitśka;pitśki,pitśki,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-880-1,,voro1241,1-880,tulõpuu,tulõpuu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-1-890-1,,voro1241,1-890,hüdsi,hüdsi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-100-1,,voro1241,2-100,inemine,inemine,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-210-1,,voro1241,2-210,miiś,miiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-220-1,,voro1241,2-220,naanõ;naańõ;paaba,naanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-220-2,,voro1241,2-220,naanõ;naańõ;paaba,naańõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-220-3,,voro1241,2-220,naanõ;naańõ;paaba,paaba,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-230-1,,voro1241,2-230,esäne;miiśsugu,esäne,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-230-2,,voro1241,2-230,esäne;miiśsugu,miiśsugu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-240-1,,voro1241,2-240,imäne,imäne,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-250-1,,voro1241,2-250,poisś;tśura;poiskõnõ;puika;põnń;jorsś,poisś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-250-2,,voro1241,2-250,poisś;tśura;poiskõnõ;puika;põnń;jorsś,tśura,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-250-3,,voro1241,2-250,poisś;tśura;poiskõnõ;puika;põnń;jorsś,poiskõnõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-250-4,,voro1241,2-250,poisś;tśura;poiskõnõ;puika;põnń;jorsś,puika,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-250-5,,voro1241,2-250,poisś;tśura;poiskõnõ;puika;põnń;jorsś,põnń,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-250-6,,voro1241,2-250,poisś;tśura;poiskõnõ;puika;põnń;jorsś,jorsś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-251-1,,voro1241,2-251,nuuŕmiiś,nuuŕmiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-260-1,,voro1241,2-260,tütrik;tütäŕlatś;latśkõnõ,tütrik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-260-2,,voro1241,2-260,tütrik;tütäŕlatś;latśkõnõ,tütäŕlatś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-260-3,,voro1241,2-260,tütrik;tütäŕlatś;latśkõnõ,latśkõnõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-261-1,,voro1241,2-261,näio;neio;latśkõnõ;kabo;kabõhõnõ;kabõhinõ,näio,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-261-2,,voro1241,2-261,näio;neio;latśkõnõ;kabo;kabõhõnõ;kabõhinõ,neio,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-261-3,,voro1241,2-261,näio;neio;latśkõnõ;kabo;kabõhõnõ;kabõhinõ,latśkõnõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-261-4,,voro1241,2-261,näio;neio;latśkõnõ;kabo;kabõhõnõ;kabõhinõ,kabo,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-261-5,,voro1241,2-261,näio;neio;latśkõnõ;kabo;kabõhõnõ;kabõhinõ,kabõhõnõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-261-6,,voro1241,2-261,näio;neio;latśkõnõ;kabo;kabõhõnõ;kabõhinõ,kabõhinõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-270-1,,voro1241,2-270,latś,latś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-280-1,,voro1241,2-280,latś;rinnalatś;üsälatś;nisalinõ;nännäline,latś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-280-2,,voro1241,2-280,latś;rinnalatś;üsälatś;nisalinõ;nännäline,rinnalatś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-280-3,,voro1241,2-280,latś;rinnalatś;üsälatś;nisalinõ;nännäline,üsälatś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-280-4,,voro1241,2-280,latś;rinnalatś;üsälatś;nisalinõ;nännäline,nisalinõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-280-5,,voro1241,2-280,latś;rinnalatś;üsälatś;nisalinõ;nännäline,nännäline,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-310-1,,voro1241,2-310,miiś;ülä;tõnõpuuĺ;tõõnõpuuĺ;abikaas;kaasa,miiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-310-2,,voro1241,2-310,miiś;ülä;tõnõpuuĺ;tõõnõpuuĺ;abikaas;kaasa,ülä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-310-3,,voro1241,2-310,miiś;ülä;tõnõpuuĺ;tõõnõpuuĺ;abikaas;kaasa,tõnõpuuĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-310-4,,voro1241,2-310,miiś;ülä;tõnõpuuĺ;tõõnõpuuĺ;abikaas;kaasa,tõõnõpuuĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-310-5,,voro1241,2-310,miiś;ülä;tõnõpuuĺ;tõõnõpuuĺ;abikaas;kaasa,abikaas,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-310-6,,voro1241,2-310,miiś;ülä;tõnõpuuĺ;tõõnõpuuĺ;abikaas;kaasa,kaasa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-320-1,,voro1241,2-320,naanõ;naańõ;paaba,naanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-320-2,,voro1241,2-320,naanõ;naańõ;paaba,naańõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-320-3,,voro1241,2-320,naanõ;naańõ;paaba,paaba,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-330-1,,voro1241,2-330,paari minemä;paari hiitmä;naist võtma;mehele võtma;tano alaq saama,paari minemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-330-2,,voro1241,2-330,paari minemä;paari hiitmä;naist võtma;mehele võtma;tano alaq saama,paari hiitmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-330-3,,voro1241,2-330,paari minemä;paari hiitmä;naist võtma;mehele võtma;tano alaq saama,naist võtma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-330-4,,voro1241,2-330,paari minemä;paari hiitmä;naist võtma;mehele võtma;tano alaq saama,mehele võtma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-330-5,,voro1241,2-330,paari minemä;paari hiitmä;naist võtma;mehele võtma;tano alaq saama,tano alaq saama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-1,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,abielo,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-2,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,paarielo,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-3,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,saajaq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-4,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,pulm,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-5,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,hähäq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-6,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,ähkäq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-7,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,lätkädseq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-340-8,,voro1241,2-340,abielo;paarielo;saajaq;pulm;hähäq;ähkäq;lätkädseq; laulatus,laulatus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-2-341-1,,voro1241,2-341,abielolahutus;lahkumineḱ;erälemineḱ,abielolahutus,,,cosgrove2020,,,,,StandardOrth,,
