ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcription,AlternativeValue,AlternativeTranscription
voro1241-4-342-4,,voro1241,4-342,päkk;päss;täitapja;pudrokiitjä,pudrokiitjä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-344-1,,voro1241,4-344,sõrmõküüdś;küüdś,sõrmõküüdś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-344-2,,voro1241,4-344,sõrmõküüdś;küüdś,küüdś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-345-1,,voro1241,4-345,küüdś,küüdś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-350-1,,voro1241,4-350,jalg;lalĺa,jalg,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-350-2,,voro1241,4-350,jalg;lalĺa,lalĺa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-351-1,,voro1241,4-351,kints;raǵa;ragja,kints,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-351-2,,voro1241,4-351,kints;raǵa;ragja,raǵa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-351-3,,voro1241,4-351,kints;raǵa;ragja,ragja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-352-1,,voro1241,4-352,seeremari,seeremari,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-360-1,,voro1241,4-360,põlv́,põlv́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-370-1,,voro1241,4-370,jalg;labajalg;jalaleht́;jalalaparď,jalg,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-370-2,,voro1241,4-370,jalg;labajalg;jalaleht́;jalalaparď,labajalg,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-370-3,,voro1241,4-370,jalg;labajalg;jalaleht́;jalalaparď,jalaleht́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-370-4,,voro1241,4-370,jalg;labajalg;jalaleht́;jalalaparď,jalalaparď,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-371-1,,voro1241,4-371,munaluu;kunt́,munaluu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-371-2,,voro1241,4-371,munaluu;kunt́,kunt́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-372-1,,voro1241,4-372,kunds,kunds,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-374-1,,voro1241,4-374,jalajälǵ;jalatśomp,jalajälǵ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-374-2,,voro1241,4-374,jalajälǵ;jalatśomp,jalatśomp,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-380-1,,voro1241,4-380,varbas;varvas,varbas,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-380-2,,voro1241,4-380,varbas;varvas,varvas,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-392-1,,voro1241,4-392,siib;haaŕ,siib,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-392-2,,voro1241,4-392,siib;haaŕ,haaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-393-1,,voro1241,4-393,klambri;sulg,klambri,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-393-2,,voro1241,4-393,klambri;sulg,sulg,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-400-1,,voro1241,4-400,rind;rõnd;nisa;nänn,rind,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-400-2,,voro1241,4-400,rind;rõnd;nisa;nänn,rõnd,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-400-3,,voro1241,4-400,rind;rõnd;nisa;nänn,nisa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-400-4,,voro1241,4-400,rind;rõnd;nisa;nänn,nänn,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-410-1,,voro1241,4-410,rind;rõnd;nisa;nänn,rind,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-410-2,,voro1241,4-410,rind;rõnd;nisa;nänn,rõnd,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-410-3,,voro1241,4-410,rind;rõnd;nisa;nänn,nisa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-410-4,,voro1241,4-410,rind;rõnd;nisa;nänn,nänn,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-412-1,,voro1241,4-412,nisa;nibu;nublak;nipp,nisa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-412-2,,voro1241,4-412,nisa;nibu;nublak;nipp,nibu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-412-3,,voro1241,4-412,nisa;nibu;nublak;nipp,nublak,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-412-4,,voro1241,4-412,nisa;nibu;nublak;nipp,nipp,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-420-1,,voro1241,4-420,utaŕ,utaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-430-1,,voro1241,4-430,naba,naba,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-440-1,,voro1241,4-440,süä,süä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-441-1,,voro1241,4-441,täü;tävv;kops,täü,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-441-2,,voro1241,4-441,täü;tävv;kops,tävv,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-441-3,,voro1241,4-441,täü;tävv;kops,kops,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-450-1,,voro1241,4-450,mass,mass,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-451-1,,voro1241,4-451,rahu;rauh;niir;ritsõq,rahu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-451-2,,voro1241,4-451,rahu;rauh;niir;ritsõq,rauh,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-451-3,,voro1241,4-451,rahu;rauh;niir;ritsõq,niir,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-451-4,,voro1241,4-451,rahu;rauh;niir;ritsõq,ritsõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-452-1,,voro1241,4-452,põrn,põrn,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-460-1,,voro1241,4-460,mago,mago,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-461-1,,voro1241,4-461,sisekund;sisemädseq;rapmõq;krupskiq,sisekund,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-461-2,,voro1241,4-461,sisekund;sisemädseq;rapmõq;krupskiq,sisemädseq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-461-3,,voro1241,4-461,sisekund;sisemädseq;rapmõq;krupskiq,rapmõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-461-4,,voro1241,4-461,sisekund;sisemädseq;rapmõq;krupskiq,krupskiq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-462-1,,voro1241,4-462,piht;keskkotus;keskkihä;talja,piht,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-462-2,,voro1241,4-462,piht;keskkotus;keskkihä;talja,keskkotus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-462-3,,voro1241,4-462,piht;keskkotus;keskkihä;talja,keskkihä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-462-4,,voro1241,4-462,piht;keskkotus;keskkihä;talja,talja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-463-1,,voro1241,4-463,puus,puus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-464-1,,voro1241,4-464,tuhhaŕ;perseq;perä;persepuuĺ;tagaots,tuhhaŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-464-2,,voro1241,4-464,tuhhaŕ;perseq;perä;persepuuĺ;tagaots,perseq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-464-3,,voro1241,4-464,tuhhaŕ;perseq;perä;persepuuĺ;tagaots,perä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-464-4,,voro1241,4-464,tuhhaŕ;perseq;perä;persepuuĺ;tagaots,persepuuĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-464-5,,voro1241,4-464,tuhhaŕ;perseq;perä;persepuuĺ;tagaots,tagaots,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-470-1,,voro1241,4-470,imäkoda;latsõkoda;pujakoda,imäkoda,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-470-2,,voro1241,4-470,imäkoda;latsõkoda;pujakoda,latsõkoda,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-470-3,,voro1241,4-470,imäkoda;latsõkoda;pujakoda,pujakoda,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-490-1,,voro1241,4-490,paut́;muna,paut́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-490-2,,voro1241,4-490,paut́;muna,muna,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-492-1,,voro1241,4-492,titt́;tilk;vulgar munń;vulg türä;kara;tila,titt́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-492-2,,voro1241,4-492,titt́;tilk;vulgar munń;vulg türä;kara;tila,tilk,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-492-3,,voro1241,4-492,titt́;tilk;vulgar munń;vulg türä;kara;tila,vulgar munń,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-492-4,,voro1241,4-492,titt́;tilk;vulgar munń;vulg türä;kara;tila,vulg türä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-492-5,,voro1241,4-492,titt́;tilk;vulgar munń;vulg türä;kara;tila,kara,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-492-6,,voro1241,4-492,titt́;tilk;vulgar munń;vulg türä;kara;tila,tila,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-510-1,,voro1241,4-510,hingämä;hengämä;hõng;hõngutõmbaminõ,hingämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-510-2,,voro1241,4-510,hingämä;hengämä;hõng;hõngutõmbaminõ,hengämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-510-3,,voro1241,4-510,hingämä;hengämä;hõng;hõngutõmbaminõ,hõng,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-510-4,,voro1241,4-510,hingämä;hengämä;hõng;hõngutõmbaminõ,hõngutõmbaminõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-520-1,,voro1241,4-520,haigutama;haigutõllõma,haigutama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-520-2,,voro1241,4-520,haigutama;haigutõllõma,haigutõllõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-521-1,,voro1241,4-521,hõkśma;jõkśma;klõkśma;niguma;nikśma,hõkśma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-521-2,,voro1241,4-521,hõkśma;jõkśma;klõkśma;niguma;nikśma,jõkśma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-521-3,,voro1241,4-521,hõkśma;jõkśma;klõkśma;niguma;nikśma,klõkśma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-521-4,,voro1241,4-521,hõkśma;jõkśma;klõkśma;niguma;nikśma,niguma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-521-5,,voro1241,4-521,hõkśma;jõkśma;klõkśma;niguma;nikśma,nikśma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-1,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,köhimä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-2,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,köhkätämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-3,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,plohkatama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-4,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,plohkutama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-5,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,pröhkätämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-6,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,rüügämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-530-7,,voro1241,4-530,köhimä;köhkätämä;plohkatama;plohkutama;pröhkätämä;rüügämä;rüüsütämä,rüüsütämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-1,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,aivastama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-2,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tśuhḱma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-3,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tsihatama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-4,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tśuhatama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-5,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tśuhkatama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-6,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tśuhahtama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-7,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tsihahtama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-8,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tśuhahutma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-9,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tśuhknõllõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-540-10,,voro1241,4-540,aivastama;tśuhḱma;tsihatama;tśuhatama;tśuhkatama;tśuhahtama;tsihahtama; tśuhahutma; tśuhknõllõma; tsihatõllõma,tsihatõllõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-550-1,,voro1241,4-550,higonõma;higitsemä;higovama;higistämä;hiitsemä;hiitämä,higonõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-550-2,,voro1241,4-550,higonõma;higitsemä;higovama;higistämä;hiitsemä;hiitämä,higitsemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-550-3,,voro1241,4-550,higonõma;higitsemä;higovama;higistämä;hiitsemä;hiitämä,higovama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-550-4,,voro1241,4-550,higonõma;higitsemä;higovama;higistämä;hiitsemä;hiitämä,higistämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-550-5,,voro1241,4-550,higonõma;higitsemä;higovama;higistämä;hiitsemä;hiitämä,hiitsemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-550-6,,voro1241,4-550,higonõma;higitsemä;higovama;higistämä;hiitsemä;hiitämä,hiitämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-560-1,,voro1241,4-560,sülgämä;tatitama;sülgellemä;tsirkõlõma,sülgämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-560-2,,voro1241,4-560,sülgämä;tatitama;sülgellemä;tsirkõlõma,tatitama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-560-3,,voro1241,4-560,sülgämä;tatitama;sülgellemä;tsirkõlõma,sülgellemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-560-4,,voro1241,4-560,sülgämä;tatitama;sülgellemä;tsirkõlõma,tsirkõlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-570-1,,voro1241,4-570,ossõndama,ossõndama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-580-1,,voro1241,4-580,haukama;hampsama;tsälkämä;purõma;tsälksämä;tsälgähtämä,haukama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-580-2,,voro1241,4-580,haukama;hampsama;tsälkämä;purõma;tsälksämä;tsälgähtämä,hampsama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-580-3,,voro1241,4-580,haukama;hampsama;tsälkämä;purõma;tsälksämä;tsälgähtämä,tsälkämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-580-4,,voro1241,4-580,haukama;hampsama;tsälkämä;purõma;tsälksämä;tsälgähtämä,purõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-580-5,,voro1241,4-580,haukama;hampsama;tsälkämä;purõma;tsälksämä;tsälgähtämä,tsälksämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-580-6,,voro1241,4-580,haukama;hampsama;tsälkämä;purõma;tsälksämä;tsälgähtämä,tsälgähtämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-590-1,,voro1241,4-590,lakma;lakahtama;lakahutma;lakiskõllõma,lakma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-590-2,,voro1241,4-590,lakma;lakahtama;lakahutma;lakiskõllõma,lakahtama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-590-3,,voro1241,4-590,lakma;lakahtama;lakahutma;lakiskõllõma,lakahutma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-590-4,,voro1241,4-590,lakma;lakahtama;lakahutma;lakiskõllõma,lakiskõllõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-591-1,,voro1241,4-591,nirisemä;tsirrama;tsirisemä;tsirahama;tsimisemä;nõrisõma,nirisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-591-2,,voro1241,4-591,nirisemä;tsirrama;tsirisemä;tsirahama;tsimisemä;nõrisõma,tsirrama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-591-3,,voro1241,4-591,nirisemä;tsirrama;tsirisemä;tsirahama;tsimisemä;nõrisõma,tsirisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-591-4,,voro1241,4-591,nirisemä;tsirrama;tsirisemä;tsirahama;tsimisemä;nõrisõma,tsirahama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-591-5,,voro1241,4-591,nirisemä;tsirrama;tsirisemä;tsirahama;tsimisemä;nõrisõma,tsimisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-591-6,,voro1241,4-591,nirisemä;tsirrama;tsirisemä;tsirahama;tsimisemä;nõrisõma,nõrisõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-610-1,,voro1241,4-610,magahama;tudima;tuďoma;tõhrama,magahama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-610-2,,voro1241,4-610,magahama;tudima;tuďoma;tõhrama,tudima,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-610-3,,voro1241,4-610,magahama;tudima;tuďoma;tõhrama,tuďoma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-610-4,,voro1241,4-610,magahama;tudima;tuďoma;tõhrama,tõhrama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-612-1,,voro1241,4-612,kruuskama;norskama,kruuskama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-612-2,,voro1241,4-612,kruuskama;norskama,norskama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-620-1,,voro1241,4-620,unistama;ette kujotama;igätsemä,unistama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-620-2,,voro1241,4-620,unistama;ette kujotama;igätsemä,ette kujotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-620-3,,voro1241,4-620,unistama;ette kujotama;igätsemä,igätsemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-630-1,,voro1241,4-630,heränemä;herähtümä;üles virguma,heränemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-630-2,,voro1241,4-630,heränemä;herähtümä;üles virguma,herähtümä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-630-3,,voro1241,4-630,heränemä;herähtümä;üles virguma,üles virguma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-1,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,piiru laskma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-2,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,piirämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-3,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,peerähtämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-4,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,peerähütmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-5,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,peeriskellemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-6,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,peerüskellemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-640-7,,voro1241,4-640,piiru laskma;piirämä;peerähtämä;peerähütmä;peeriskellemä;peerüskellemä;pussutama,pussutama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-650-1,,voro1241,4-650,kusõma;kusiskõllõma,kusõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-650-2,,voro1241,4-650,kusõma;kusiskõllõma,kusiskõllõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-660-1,,voro1241,4-660,sitma;pasandama,sitma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-660-2,,voro1241,4-660,sitma;pasandama,pasandama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-1,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,sekśmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-2,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,suku tegemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-3,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,suku soetama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-4,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,nuśma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-5,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,jõpśma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-6,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,koinlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-7,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,koinama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-8,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,paaritama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-9,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,maatama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-10,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,kargama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-670-11,,voro1241,4-670,sekśmä;suku tegemä;suku soetama;nuśma;jõpśma;koinlõma;koinama; paaritama; maatama; kargama; tukkama,tukkama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-1,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,värisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-2,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,hüdisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-3,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,hudisõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-4,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,habisõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-5,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,hibisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-6,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,libisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-7,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,vibisemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-4-680-8,,voro1241,4-680,värisemä;hüdisemä;hudisõma;habisõma;hibisemä;libisemä;vibisemä; kahmistõllõma; kahmustõllõma; kahmustama; liglõtama; judisõma; jõdisõma; tudisõma,kahmistõllõma,,,cosgrove2020,,,,,StandardOrth,,
